485482	530127	470707	515237	44646	44531	98.51	4539749	4536414	0.98	0.98	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
530604	544685	515738	529751	14082	14014	98.16	4539749	4536414	0.31	0.31	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
544980	550135	530115	535252	5156	5138	95.21	4539749	4536414	0.11	0.11	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
552749	557210	539022	543483	4462	4462	95.32	4539749	4536414	0.10	0.10	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
558123	561522	543672	547061	3400	3390	98.00	4539749	4536414	0.07	0.07	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
561653	571308	547183	556838	9656	9656	96.74	4539749	4536414	0.21	0.21	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
571412	591599	559612	579786	20188	20175	98.32	4539749	4536414	0.44	0.44	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
592628	593832	579960	581164	1205	1205	98.42	4539749	4536414	0.03	0.03	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
595040	598009	582128	585097	2970	2970	96.57	4539749	4536414	0.07	0.07	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
599326	605740	586365	592776	6415	6412	97.26	4539749	4536414	0.14	0.14	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
605739	614529	592890	601676	8791	8787	98.12	4539749	4536414	0.19	0.19	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
614372	638485	601394	625480	24114	24087	98.87	4539749	4536414	0.53	0.53	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
638399	642162	625481	629248	3764	3768	99.15	4539749	4536414	0.08	0.08	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
642089	666620	629249	653881	24532	24633	97.81	4539749	4536414	0.54	0.54	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
666890	684231	653877	671242	17342	17366	98.63	4539749	4536414	0.38	0.38	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
684333	736045	672538	724266	51713	51729	98.58	4539749	4536414	1.14	1.14	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
737074	805175	724265	792353	68102	68089	98.98	4539749	4536414	1.50	1.50	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
805344	810733	792517	797906	5390	5390	97.64	4539749	4536414	0.12	0.12	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
812846	827032	801003	815188	14187	14186	98.94	4539749	4536414	0.31	0.31	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
827039	829796	817067	819818	2758	2752	92.80	4539749	4536414	0.06	0.06	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
830878	858041	820526	847679	27164	27154	98.75	4539749	4536414	0.60	0.60	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
858041	862159	847813	851916	4119	4104	98.64	4539749	4536414	0.09	0.09	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
864826	879414	854252	868833	14589	14582	99.09	4539749	4536414	0.32	0.32	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
879412	896581	869124	886317	17170	17194	98.81	4539749	4536414	0.38	0.38	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
896458	911176	886318	900994	14719	14677	98.80	4539749	4536414	0.32	0.32	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
911170	940211	901027	930108	29042	29082	98.22	4539749	4536414	0.64	0.64	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
941575	947147	930400	935940	5573	5541	95.38	4539749	4536414	0.12	0.12	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
947451	986355	936093	975030	38905	38938	98.22	4539749	4536414	0.86	0.86	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
986488	1029034	975030	1017563	42547	42534	98.28	4539749	4536414	0.94	0.94	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1029032	1039394	1017834	1028226	10363	10393	98.82	4539749	4536414	0.23	0.23	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1042893	1057070	1031189	1045338	14178	14150	97.70	4539749	4536414	0.31	0.31	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1057022	1061350	1045350	1049684	4329	4335	99.10	4539749	4536414	0.10	0.10	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1061489	1128172	1049787	1116479	66684	66693	98.01	4539749	4536414	1.47	1.47	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1131615	1135164	1120300	1123849	3550	3550	97.52	4539749	4536414	0.08	0.08	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1135435	1151012	1123988	1139566	15578	15579	98.21	4539749	4536414	0.34	0.34	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1150924	1221221	1139614	1210003	70298	70390	98.77	4539749	4536414	1.55	1.55	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1221208	1226994	1210167	1215954	5787	5788	98.86	4539749	4536414	0.13	0.13	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1227203	1238179	1216061	1227028	10977	10968	98.21	4539749	4536414	0.24	0.24	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1241989	1261695	1227052	1246755	19707	19704	98.27	4539749	4536414	0.43	0.43	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1261840	1267057	1246755	1251987	5218	5233	98.83	4539749	4536414	0.11	0.12	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1266847	1292710	1251993	1277842	25864	25850	98.81	4539749	4536414	0.57	0.57	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1292707	1310588	1278015	1295972	17882	17958	98.38	4539749	4536414	0.39	0.40	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1311909	1331589	1295987	1315679	19681	19693	98.51	4539749	4536414	0.43	0.43	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1331695	1349864	1315785	1334004	18170	18220	98.37	4539749	4536414	0.40	0.40	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1350008	1354931	1334004	1338926	4924	4923	99.17	4539749	4536414	0.11	0.11	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1362794	1367229	1339110	1343545	4436	4436	97.50	4539749	4536414	0.10	0.10	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1372383	1374487	1346063	1348167	2105	2105	94.54	4539749	4536414	0.05	0.05	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1377275	1381183	1351213	1355152	3909	3940	97.97	4539749	4536414	0.09	0.09	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1381297	1384038	1355151	1357890	2742	2740	97.96	4539749	4536414	0.06	0.06	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1383905	1386947	1357850	1360892	3043	3043	98.52	4539749	4536414	0.07	0.07	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1386860	1397121	1360930	1371149	10262	10220	98.32	4539749	4536414	0.23	0.23	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1393333	1413836	1367349	1387867	20504	20519	98.63	4539749	4536414	0.45	0.45	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1417770	1418975	1388755	1389960	1206	1206	97.35	4539749	4536414	0.03	0.03	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1419436	1424708	1390397	1395668	5273	5272	97.57	4539749	4536414	0.12	0.12	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1424771	1441225	1395848	1412333	16455	16486	98.88	4539749	4536414	0.36	0.36	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1441229	1443618	1412471	1414860	2390	2390	98.54	4539749	4536414	0.05	0.05	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1446301	1489676	1417208	1460637	43376	43430	98.49	4539749	4536414	0.96	0.96	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1489730	1503316	1469375	1482980	13587	13606	98.16	4539749	4536414	0.30	0.30	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1503736	1535157	1484964	1516368	31422	31405	99.04	4539749	4536414	0.69	0.69	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1538666	1543971	1519708	1525013	5306	5306	97.46	4539749	4536414	0.12	0.12	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1545294	1624926	1525012	1604562	79633	79551	98.48	4539749	4536414	1.75	1.75	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1624768	1626373	1604562	1606167	1606	1606	97.95	4539749	4536414	0.04	0.04	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1626993	1698722	1606373	1678257	71730	71885	98.26	4539749	4536414	1.58	1.58	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1698722	1702572	1678401	1682251	3851	3851	99.07	4539749	4536414	0.08	0.08	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1703476	1740403	1682249	1719254	36928	37006	98.50	4539749	4536414	0.81	0.82	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1740406	1748348	1719464	1727406	7943	7943	99.06	4539749	4536414	0.17	0.18	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1753926	1756172	1728462	1730693	2247	2232	98.04	4539749	4536414	0.05	0.05	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1756173	1763188	1733349	1740377	7016	7029	97.62	4539749	4536414	0.15	0.15	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1763322	1764424	1740377	1741500	1103	1124	87.93	4539749	4536414	0.02	0.02	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1764417	1774937	1741953	1752515	10521	10563	98.24	4539749	4536414	0.23	0.23	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1775050	1819696	1752513	1797183	44647	44671	98.60	4539749	4536414	0.98	0.98	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1819847	1857892	1797334	1835356	38046	38023	98.93	4539749	4536414	0.84	0.84	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1858036	1885224	1835356	1862540	27189	27185	98.91	4539749	4536414	0.60	0.60	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1885269	1904781	1862443	1881970	19513	19528	99.10	4539749	4536414	0.43	0.43	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1904796	1922873	1882313	1900322	18078	18010	98.23	4539749	4536414	0.40	0.40	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1922872	1928937	1900428	1906488	6066	6061	98.06	4539749	4536414	0.13	0.13	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1929453	1939788	1906955	1917334	10336	10380	97.48	4539749	4536414	0.23	0.23	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1944081	1958838	1920838	1935658	14758	14821	97.53	4539749	4536414	0.33	0.33	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1966571	1980574	1942115	1956150	14004	14036	98.51	4539749	4536414	0.31	0.31	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1982938	1983971	3612749	3613782	1034	1034	99.42	4539749	4536414	0.02	0.02	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1982939	1983975	2751940	2752976	1037	1037	99.04	4539749	4536414	0.02	0.02	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
1984110	2006890	1956249	1978988	22781	22740	98.41	4539749	4536414	0.50	0.50	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2006973	2008052	1979373	1980452	1080	1080	97.69	4539749	4536414	0.02	0.02	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2011240	2031796	1983993	2004512	20557	20520	98.39	4539749	4536414	0.45	0.45	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2031970	2058984	2004510	2031572	27015	27063	98.89	4539749	4536414	0.60	0.60	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2059158	2060348	2031570	2032760	1191	1191	98.66	4539749	4536414	0.03	0.03	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2063076	2102794	2032939	2072631	39719	39693	97.81	4539749	4536414	0.87	0.87	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2103833	2120343	2072635	2089178	16511	16544	98.45	4539749	4536414	0.36	0.36	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2124105	2130538	2091750	2098187	6434	6438	88.71	4539749	4536414	0.14	0.14	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2131448	2143658	2097208	2109431	12211	12224	96.61	4539749	4536414	0.27	0.27	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2143823	2150749	2109430	2116356	6927	6927	98.47	4539749	4536414	0.15	0.15	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2150904	2161422	2118347	2128856	10519	10510	97.81	4539749	4536414	0.23	0.23	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2162942	2190046	2133623	2160725	27105	27103	98.74	4539749	4536414	0.60	0.60	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2190176	2197963	2160867	2168654	7788	7788	99.23	4539749	4536414	0.17	0.17	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2199327	2206736	2171205	2178625	7410	7421	96.93	4539749	4536414	0.16	0.16	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2209657	2214674	2183256	2188275	5018	5020	97.51	4539749	4536414	0.11	0.11	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2214833	2226322	2189814	2201259	11490	11446	97.99	4539749	4536414	0.25	0.25	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2227469	2265388	2201417	2239332	37920	37916	98.89	4539749	4536414	0.84	0.84	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2268984	2302587	2239479	2273114	33604	33636	98.76	4539749	4536414	0.74	0.74	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2302746	2328390	2273141	2298724	25645	25584	98.74	4539749	4536414	0.56	0.56	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2329317	2342180	2299648	2312511	12864	12864	99.30	4539749	4536414	0.28	0.28	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2342977	2358883	2316360	2332252	15907	15893	98.87	4539749	4536414	0.35	0.35	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2359057	2421218	2334409	2396717	62162	62309	98.53	4539749	4536414	1.37	1.37	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2421277	2424601	2397010	2400334	3325	3325	98.74	4539749	4536414	0.07	0.07	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2424735	2435260	2402621	2413146	10526	10526	98.26	4539749	4536414	0.23	0.23	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2437721	2454210	2415954	2432491	16490	16538	98.12	4539749	4536414	0.36	0.36	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2454226	2459284	2432661	2437719	5059	5059	98.77	4539749	4536414	0.11	0.11	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2459282	2488462	2437893	2467085	29181	29193	97.85	4539749	4536414	0.64	0.64	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2489858	2541164	2474678	2526093	51307	51416	98.38	4539749	4536414	1.13	1.13	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2541163	2596036	2526236	2581082	54874	54847	99.04	4539749	4536414	1.21	1.21	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2602485	2614600	2583004	2595119	12116	12116	98.86	4539749	4536414	0.27	0.27	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2614779	2618854	2595274	2599372	4076	4099	98.73	4539749	4536414	0.09	0.09	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2618865	2640009	2599492	2620672	21145	21181	98.54	4539749	4536414	0.47	0.47	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2641316	2653263	2621163	2633135	11948	11973	96.70	4539749	4536414	0.26	0.26	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2656729	2674567	2632821	2650645	17839	17825	98.54	4539749	4536414	0.39	0.39	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2674925	2688910	2652259	2666242	13986	13984	97.40	4539749	4536414	0.31	0.31	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2689680	2722111	2666472	2698908	32432	32437	98.59	4539749	4536414	0.71	0.72	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2722106	2733309	2699037	2710255	11204	11219	97.09	4539749	4536414	0.25	0.25	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2737003	2753781	2712886	2729723	16779	16838	97.93	4539749	4536414	0.37	0.37	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2754583	2765033	2730495	2740923	10451	10429	97.64	4539749	4536414	0.23	0.23	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2765727	2772515	2741065	2747853	6789	6789	99.26	4539749	4536414	0.15	0.15	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2774145	2781327	2752982	2760153	7183	7172	98.41	4539749	4536414	0.16	0.16	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2781477	2816760	2760153	2795454	35284	35302	98.78	4539749	4536414	0.78	0.78	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2816903	2820497	2795453	2799048	3595	3596	98.08	4539749	4536414	0.08	0.08	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2822076	2824704	2800618	2803246	2629	2629	97.26	4539749	4536414	0.06	0.06	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2830381	2851059	2810053	2830737	20679	20685	98.69	4539749	4536414	0.46	0.46	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2851317	2878908	2830897	2858591	27592	27695	97.57	4539749	4536414	0.61	0.61	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2879630	2891092	2859731	2871203	11463	11473	98.22	4539749	4536414	0.25	0.25	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2896384	2907550	2882650	2893829	11167	11180	98.84	4539749	4536414	0.25	0.25	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2907549	2911528	2893943	2897936	3980	3994	97.97	4539749	4536414	0.09	0.09	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2912118	2913765	2897936	2899587	1648	1652	98.91	4539749	4536414	0.04	0.04	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2913761	2957736	2899717	2943839	43976	44123	98.19	4539749	4536414	0.97	0.97	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
2959763	2961042	2946282	2947555	1280	1274	93.52	4539749	4536414	0.03	0.03	Limnothrix_sp_BL_A_16_CP166615	Limnothrix_sp_HT2024_chromosome
