identifier,identifier_type_genome1,identifier_type_genome2,record_id_genome1,record_id_genome2,supporting_types_genome1,supporting_types_genome2,start_genome1,start_genome2,end_genome1,end_genome2,strand_genome1,strand_genome2,start_difference_bp,position_match_within_threshold,status
AC2IAX_000031,locus_tag,,Limnothrix,,CDS,,35269,,35650,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000032,locus_tag,,Limnothrix,,CDS,,36163,,36367,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000033,locus_tag,,Limnothrix,,CDS,,36443,,40391,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000034,locus_tag,,Limnothrix,,CDS,,40520,,41495,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000035,locus_tag,,Limnothrix,,CDS,,41842,,42220,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000036,locus_tag,,Limnothrix,,CDS,,42297,,42741,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000037,locus_tag,,Limnothrix,,CDS,,42737,,44501,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000038,locus_tag,,Limnothrix,,CDS,,44680,,45703,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000039,locus_tag,,Limnothrix,,CDS,,46036,,46720,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000040,locus_tag,,Limnothrix,,CDS,,46938,,47523,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000041,locus_tag,,Limnothrix,,CDS,,47724,,48258,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000042,locus_tag,,Limnothrix,,CDS,,48472,,48832,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000043,locus_tag,,Limnothrix,,CDS,,49035,,49629,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000044,locus_tag,,Limnothrix,,CDS,,49739,,49922,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000045,locus_tag,,Limnothrix,,CDS,,49885,,50722,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000046,locus_tag,,Limnothrix,,CDS,,50983,,51574,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000047,locus_tag,,Limnothrix,,CDS,,51809,,54422,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000048,locus_tag,,Limnothrix,,CDS,,55013,,57827,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000049,locus_tag,,Limnothrix,,CDS,,58072,,58357,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000050,locus_tag,,Limnothrix,,CDS,,58966,,60436,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000051,locus_tag,,Limnothrix,,CDS,,60726,,61653,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000052,locus_tag,,Limnothrix,,CDS,,61689,,62667,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000053,locus_tag,,Limnothrix,,CDS,,62648,,64112,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000054,locus_tag,,Limnothrix,,CDS,,64249,,64984,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000055,locus_tag,,Limnothrix,,CDS,,64963,,67567,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000056,locus_tag,,Limnothrix,,CDS,,67563,,70623,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000057,locus_tag,,Limnothrix,,CDS,,70735,,71929,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000058,locus_tag,,Limnothrix,,CDS,,72341,,73103,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000059,locus_tag,,Limnothrix,,CDS,,73180,,74128,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000060,locus_tag,,Limnothrix,,CDS,,74198,,75299,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000061,locus_tag,,Limnothrix,,CDS,,75685,,76558,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000062,locus_tag,,Limnothrix,,CDS,,76759,,77275,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000063,locus_tag,,Limnothrix,,CDS,,77346,,78186,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000064,locus_tag,,Limnothrix,,CDS,,78359,,78563,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000065,locus_tag,,Limnothrix,,CDS,,78943,,80281,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000066,locus_tag,,Limnothrix,,CDS,,80810,,82478,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000067,locus_tag,,Limnothrix,,CDS,,82804,,82939,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000068,locus_tag,,Limnothrix,,CDS,,82951,,83401,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000069,locus_tag,,Limnothrix,,CDS,,83473,,84334,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000070,locus_tag,,Limnothrix,,CDS,,84358,,85189,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000071,locus_tag,,Limnothrix,,CDS,,85203,,86781,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000072,locus_tag,,Limnothrix,,CDS,,86849,,87023,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000073,locus_tag,,Limnothrix,,CDS,,87099,,87876,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000074,locus_tag,,Limnothrix,,CDS,,88011,,89280,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000075,locus_tag,,Limnothrix,,CDS,,89610,,90192,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000076,locus_tag,,Limnothrix,,CDS,,90383,,91253,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000077,locus_tag,,Limnothrix,,CDS,,91520,,92123,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000078,locus_tag,,Limnothrix,,CDS,,92486,,93251,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000079,locus_tag,,Limnothrix,,CDS,,93670,,95155,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000080,locus_tag,,Limnothrix,,CDS,,95494,,97822,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000081,locus_tag,,Limnothrix,,CDS,,97994,,100613,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000082,locus_tag,,Limnothrix,,CDS,,100847,,101183,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000083,locus_tag,,Limnothrix,,CDS,,101179,,101560,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000084,locus_tag,,Limnothrix,,CDS,,101560,,101782,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000085,locus_tag,,Limnothrix,,CDS,,101874,,102147,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000086,locus_tag,,Limnothrix,,CDS,,102147,,102411,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000087,locus_tag,,Limnothrix,,CDS,,102411,,102579,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000088,locus_tag,,Limnothrix,,CDS,,102580,,104518,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000089,locus_tag,,Limnothrix,,CDS,,104931,,106176,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000090,locus_tag,,Limnothrix,,CDS,,106162,,108406,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000091,locus_tag,,Limnothrix,,CDS,,109153,,109981,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000092,locus_tag,,Limnothrix,,CDS,,110307,,111171,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000093,locus_tag,,Limnothrix,,CDS,,111471,,112923,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000094,locus_tag,,Limnothrix,,CDS,,113233,,117250,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000095,locus_tag,,Limnothrix,,CDS,,118220,,118499,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000096,locus_tag,,Limnothrix,,CDS,,118968,,119538,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000097,locus_tag,,Limnothrix,,CDS,,119599,,119863,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000098,locus_tag,,Limnothrix,,CDS,,119914,,121111,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000099,locus_tag,,Limnothrix,,CDS,,121517,,121805,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000100,locus_tag,,Limnothrix,,CDS,,122013,,122295,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000101,locus_tag,,Limnothrix,,CDS,,122474,,123470,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000102,locus_tag,,Limnothrix,,CDS,,123518,,124934,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000103,locus_tag,,Limnothrix,,CDS,,125212,,125338,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000104,locus_tag,,Limnothrix,,CDS,,125336,,126476,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000105,locus_tag,,Limnothrix,,CDS,,126472,,128158,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000106,locus_tag,,Limnothrix,,CDS,,128356,,128887,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000107,locus_tag,,Limnothrix,,CDS,,128912,,129209,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000108,locus_tag,,Limnothrix,,CDS,,129223,,129880,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000109,locus_tag,,Limnothrix,,CDS,,129975,,130995,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000110,locus_tag,,Limnothrix,,CDS,,131289,,131670,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000111,locus_tag,,Limnothrix,,CDS,,131666,,132389,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000112,locus_tag,,Limnothrix,,CDS,,132457,,133039,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000113,locus_tag,,Limnothrix,,CDS,,133191,,133722,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000114,locus_tag,,Limnothrix,,CDS,,134029,,136102,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000115,locus_tag,,Limnothrix,,CDS,,136318,,137311,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000116,locus_tag,,Limnothrix,,CDS,,137786,,139469,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000117,locus_tag,,Limnothrix,,CDS,,139690,,139879,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000118,locus_tag,,Limnothrix,,CDS,,139927,,142900,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000119,locus_tag,,Limnothrix,,CDS,,143133,,144273,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000120,locus_tag,,Limnothrix,,CDS,,144396,,145503,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000121,locus_tag,,Limnothrix,,CDS,,145582,,148570,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000122,locus_tag,,Limnothrix,,CDS,,148856,,149465,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000123,locus_tag,,Limnothrix,,CDS,,149755,,155191,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000124,locus_tag,,Limnothrix,,CDS,,155997,,157095,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000125,locus_tag,,Limnothrix,,CDS,,157455,,158535,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000126,locus_tag,,Limnothrix,,CDS,,158546,,159335,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000127,locus_tag,,Limnothrix,,CDS,,159776,,160097,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000128,locus_tag,,Limnothrix,,CDS,,160673,,163472,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000129,locus_tag,,Limnothrix,,CDS,,163540,,164146,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000130,locus_tag,,Limnothrix,,CDS,,164142,,164883,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000131,locus_tag,,Limnothrix,,CDS,,164977,,165118,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000132,locus_tag,,Limnothrix,,CDS,,165185,,165461,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000133,locus_tag,,Limnothrix,,CDS,,166186,,166981,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000134,locus_tag,,Limnothrix,,CDS,,167055,,167877,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000135,locus_tag,,Limnothrix,,CDS,,167981,,168926,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000136,locus_tag,,Limnothrix,,CDS,,168948,,169512,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000137,locus_tag,,Limnothrix,,CDS,,169650,,169974,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000138,locus_tag,,Limnothrix,,CDS,,170219,,170471,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000139,locus_tag,,Limnothrix,,CDS,,170622,,171879,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000140,locus_tag,,Limnothrix,,CDS,,171872,,172580,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000141,locus_tag,,Limnothrix,,CDS,,173218,,175771,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000142,locus_tag,,Limnothrix,,CDS,,176214,,177417,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000143,locus_tag,,Limnothrix,,CDS,,177490,,180268,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000144,locus_tag,,Limnothrix,,CDS,,180396,,182508,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000145,locus_tag,,Limnothrix,,CDS,,182506,,182842,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000146,locus_tag,,Limnothrix,,CDS,,182800,,183211,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000147,locus_tag,,Limnothrix,,CDS,,183468,,184080,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000148,locus_tag,,Limnothrix,,CDS,,184205,,184943,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000149,locus_tag,,Limnothrix,,CDS,,185200,,186571,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000150,locus_tag,,Limnothrix,,CDS,,186779,,188453,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000151,locus_tag,,Limnothrix,,CDS,,189058,,189808,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000152,locus_tag,,Limnothrix,,CDS,,189818,,190868,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000153,locus_tag,,Limnothrix,,CDS,,190997,,192098,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000154,locus_tag,,Limnothrix,,CDS,,192229,,192325,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000155,locus_tag,,Limnothrix,,CDS,,192576,,193014,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000156,locus_tag,,Limnothrix,,CDS,,193177,,193450,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000157,locus_tag,,Limnothrix,,CDS,,193723,,194398,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000158,locus_tag,,Limnothrix,,CDS,,194416,,194596,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000159,locus_tag,,Limnothrix,,CDS,,194647,,194995,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000160,locus_tag,,Limnothrix,,CDS,,195129,,196566,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000161,locus_tag,,Limnothrix,,CDS,,196867,,197650,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000162,locus_tag,,Limnothrix,,CDS,,197652,,199047,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000163,locus_tag,,Limnothrix,,CDS,,199153,,200413,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000164,locus_tag,,Limnothrix,,CDS,,200624,,201671,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000165,locus_tag,,Limnothrix,,CDS,,201768,,202428,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000166,locus_tag,,Limnothrix,,CDS,,202611,,204648,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000167,locus_tag,,Limnothrix,,CDS,,204909,,206949,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000168,locus_tag,,Limnothrix,,CDS,,207677,,209420,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000169,locus_tag,,Limnothrix,,CDS,,209545,,210961,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000170,locus_tag,,Limnothrix,,CDS,,211388,,212486,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000171,locus_tag,,Limnothrix,,CDS,,212644,,215944,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000172,locus_tag,,Limnothrix,,tRNA,,216285,,216359,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000173,locus_tag,,Limnothrix,,CDS,,216727,,217453,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000174,locus_tag,,Limnothrix,,CDS,,217889,,218339,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000175,locus_tag,,Limnothrix,,CDS,,218723,,220250,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000176,locus_tag,,Limnothrix,,CDS,,220310,,220928,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000177,locus_tag,,Limnothrix,,CDS,,221492,,223079,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000178,locus_tag,,Limnothrix,,CDS,,223121,,223355,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000179,locus_tag,,Limnothrix,,CDS,,223465,,224317,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000180,locus_tag,,Limnothrix,,CDS,,224627,,225098,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000181,locus_tag,,Limnothrix,,CDS,,225343,,226186,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000182,locus_tag,,Limnothrix,,CDS,,226857,,227301,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000183,locus_tag,,Limnothrix,,CDS,,227440,,227833,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000184,locus_tag,,Limnothrix,,CDS,,227838,,229137,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000185,locus_tag,,Limnothrix,,CDS,,229419,,230082,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000186,locus_tag,,Limnothrix,,CDS,,230184,,230628,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000187,locus_tag,,Limnothrix,,CDS,,230785,,231145,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000188,locus_tag,,Limnothrix,,CDS,,231389,,232106,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000190,locus_tag,,Limnothrix,,CDS,,232678,,233182,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000191,locus_tag,,Limnothrix,,CDS,,233178,,233595,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000192,locus_tag,,Limnothrix,,CDS,,233654,,234794,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000193,locus_tag,,Limnothrix,,CDS,,235008,,235344,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000194,locus_tag,,Limnothrix,,CDS,,235400,,235988,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000195,locus_tag,,Limnothrix,,CDS,,236174,,236651,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000196,locus_tag,,Limnothrix,,CDS,,236778,,238140,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000197,locus_tag,,Limnothrix,,CDS,,238152,,239739,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000198,locus_tag,,Limnothrix,,CDS,,239827,,241000,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000199,locus_tag,,Limnothrix,,CDS,,241003,,243868,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000200,locus_tag,,Limnothrix,,CDS,,244246,,244741,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000201,locus_tag,,Limnothrix,,CDS,,244944,,245166,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000202,locus_tag,,Limnothrix,,CDS,,245268,,245523,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000203,locus_tag,,Limnothrix,,CDS,,245543,,245876,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000204,locus_tag,,Limnothrix,,CDS,,245890,,246598,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000205,locus_tag,,Limnothrix,,CDS,,246836,,246989,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000206,locus_tag,,Limnothrix,,CDS,,247056,,248409,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000207,locus_tag,,Limnothrix,,CDS,,248603,,250898,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000208,locus_tag,,Limnothrix,,CDS,,251074,,251836,,1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000210,locus_tag,,Limnothrix,,CDS,,251913,,253257,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000211,locus_tag,,Limnothrix,,CDS,,253461,,254205,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000212,locus_tag,,Limnothrix,,CDS,,254179,,254314,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
AC2IAX_000213,locus_tag,,Limnothrix,,CDS,,254380,,255640,,-1,,,False,unique_to_genome1_or_no_match_within_500bp
