FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_579	UniRef100_K9RQJ8~K00524	68.6	1473	451	7	1	1468	1	1466	0.0	2105
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1791	UniRef100_K9S9U5~K03046	73.6	1290	322	10	2	1283	7	1285	0.0	1811
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_97	UniRef100_B7K8B9~K03403	79.7	1338	267	3	1	1338	1	1333	0.0	2169
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1394	UniRef100_A0A1Z3HUT0~K02230	60.5	1325	444	15	1	1300	1	1271	0.0	1550
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3648	UniRef100_K9QR35~K03403	71.1	1290	318	6	1	1287	1	1238	0.0	1838
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_441	UniRef100_K9TEL4~K01469	62.8	1229	428	8	2	1222	7	1214	0.0	1493
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_548	UniRef100_A0A0T7BM74~K03529	54.5	1239	510	10	1	1211	2	1214	0.0	952
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1217	UniRef100_K9TT90~K03737	69.3	1189	365	0	8	1196	8	1196	0.0	1699
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2280	UniRef100_K9TY09~K00548	78.2	1202	238	4	1	1202	1	1178	0.0	1887
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_819	UniRef100_B8HYJ0~K02337	71.6	1185	312	6	1	1185	1	1160	0.0	1694
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2624	UniRef100_A0A0S3TRU6~K16898	40.7	1171	582	25	2	1168	3	1065	9.07e-238	714
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_841	UniRef100_A0A0S3PJW3~K11525	46.8	1078	528	6	103	1176	64	1100	0.0	926
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2135	UniRef100_K9SA68~K03723	73.1	1177	289	5	1	1168	1	1158	0.0	1674
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1645	UniRef100_A0A1W5CNG9~K01768	61.0	1163	412	10	3	1141	7	1152	0.0	1319
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1578	UniRef100_K9SA38~K01191	47.8	1124	486	19	6	1113	11	1049	0.0	981
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3463	UniRef100_A4XDQ0~K08282	39.7	1140	561	31	1	1104	1	1050	4.06e-217	657
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2724	UniRef100_K9S5S9~K07190	64.2	1075	362	4	9	1080	7	1061	0.0	1361
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1789	UniRef100_K9TS67~K03043	88.2	1089	128	1	11	1099	11	1098	0.0	1937
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_170	UniRef100_A0A110AUZ6~K01955	80.9	1101	206	3	1	1099	1	1099	0.0	1738
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1487	UniRef100_Q8DJR3~K03296	60.3	1038	397	4	9	1043	6	1031	0.0	1127
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_807	UniRef100_A0A0S3TI81~K01873	62.8	1081	317	12	1	1078	1	999	0.0	1325
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1162	UniRef100_A0A193LE92~K01153	66.6	1064	319	6	1	1055	1	1037	0.0	1434
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1305	UniRef100_K9TN05~K03546	41.0	1061	569	7	1	1050	1	1015	9.63e-220	660
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1403	UniRef100_K9VY19~K02519	55.3	1104	364	17	1	1050	1	1028	0.0	976
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_244	UniRef100_A0A0X8WQJ6~K01595	69.5	1040	307	5	1	1039	1	1031	0.0	1427
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1227	UniRef100_D9QMI3~K03296	42.5	1053	561	5	1	1013	1	1048	1.36e-255	754
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2421	UniRef100_K9VBX4~K06147	57.2	1019	414	7	2	1019	3	1000	0.0	1078
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_840	UniRef100_K9T6S6~K11526	37.6	1137	564	17	2	1017	3	1115	1.87e-181	563
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2070	UniRef100_A0A0S3TWL0~K09118	46.0	985	461	15	30	1001	13	939	9.25e-295	850
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3633	UniRef100_K9TD75~K07037	47.8	836	358	5	163	994	82	843	2.20e-232	686
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_525	UniRef100_K9WJS9~K01007	50.7	1028	433	17	1	1006	1	976	0.0	913
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3441	UniRef100_K9SDT0~K03701	78.0	981	196	3	24	997	31	998	0.0	1551
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_369	UniRef100_A0A0X8WVS4~K13821	73.0	989	257	3	23	1002	10	997	0.0	1421
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_122	UniRef100_K9T7D9~K03695	68.3	901	259	5	1	889	1	886	0.0	1155
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_119	UniRef100_K9QM32~K01537	63.2	979	299	14	22	984	13	946	0.0	1142
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2550	UniRef100_A0A0X8WTI8~K02335	62.8	980	346	8	7	981	3	968	0.0	1170
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_746	UniRef100_K9U8H8~K00281	66.5	975	291	6	24	972	24	988	0.0	1290
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_474	UniRef100_K9SB24~K01870	72.6	960	251	4	13	967	7	959	0.0	1451
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3325	UniRef100_A0A0X8WTF6~K01768	63.6	893	264	12	54	938	75	914	0.0	1066
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_931	UniRef100_K9RKR8~K19694	35.6	881	485	17	4	839	12	855	1.87e-149	475
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3124	UniRef100_A0A1Y0RJ60~K03695	79.3	865	179	0	65	929	1	865	0.0	1348
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1155	UniRef100_K9WBY5~K00974	58.0	959	337	16	1	933	1	919	0.0	958
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1985	UniRef100_A0A1W5CB01~K09181	66.5	923	277	5	15	935	22	914	0.0	1186
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_309	UniRef100_K9SAX6~K03070	79.6	928	181	2	1	927	1	921	0.0	1459
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2545	UniRef100_K9S9R9~K03555	68.0	916	240	4	14	929	29	891	0.0	1180
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_129	UniRef100_K9S7I5~K08303	63.5	912	241	9	22	923	11	840	0.0	1096
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3652	UniRef100_K9S7F9~K03168	74.4	857	212	5	1	853	1	854	0.0	1261
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1171	UniRef100_A0A0S3UBL5~K03802	73.9	875	220	3	1	874	1	868	0.0	1300
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1201	UniRef100_K9VFL6~K02096	72.0	931	228	8	1	905	1	924	0.0	1290
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1669	UniRef100_K9U1Q1~K03281	51.3	897	400	14	20	900	6	881	1.01e-276	796
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_632	UniRef100_W5Y8G4~K03727	34.6	938	509	24	27	898	15	914	8.11e-127	410
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3408	UniRef100_Q8YYK7~K06921	44.3	876	395	13	18	879	14	810	2.38e-121	393
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_521	UniRef100_A0A0S3TRK1~K07456	59.5	884	292	9	16	891	2	827	0.0	937
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_979	UniRef100_K9S6I4~K01256	61.3	869	317	4	19	880	13	869	0.0	1075
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1033	UniRef100_K9S732~K01872	77.2	872	194	3	7	877	5	872	0.0	1304
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1886	UniRef100_E0U6F2~K04072	77.0	864	199	0	1	864	1	864	0.0	1365
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1945	UniRef100_K9WF61~K02014	78.0	917	144	3	11	875	2	912	0.0	1400
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1417	UniRef100_K9XAV0~K02469	75.2	852	207	3	1	849	1	851	0.0	1254
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1700	UniRef100_K9S752~K01682	81.4	857	159	0	1	857	1	857	0.0	1407
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2799	UniRef100_K9S4H7~K01869	75.5	874	192	5	1	862	1	864	0.0	1352
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_791	UniRef100_K9WIH7~K00688	67.8	859	272	3	3	858	2	858	0.0	1224
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1569	UniRef100_K9W871~K17108	66.3	838	252	6	22	852	5	819	0.0	1184
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2314	UniRef100_K9QRP7~K11085	43.9	748	399	8	20	766	17	744	4.60e-190	568
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_142	UniRef100_K9TKQ9~K16881	73.6	838	219	2	1	837	1	837	0.0	1185
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_733	UniRef100_K9TIL2~K03407	43.9	868	453	8	3	843	1	861	1.17e-200	599
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1937	UniRef100_P72599~K02014	52.6	810	365	9	45	841	60	863	1.18e-292	834
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3623	UniRef100_D7E469~K01768	55.4	857	356	9	1	835	1	853	1.87e-310	879
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1938	UniRef100_P72599~K02014	52.0	810	369	8	45	840	60	863	8.67e-295	839
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1420	UniRef100_Q10YH7~K12952	55.7	833	347	7	10	834	13	831	1.09e-299	850
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1994	UniRef100_K9S7H9~K02469	56.6	846	338	9	1	834	1	829	5.43e-305	864
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2957	UniRef100_K9WM21~K03696	89.7	829	78	2	1	829	1	822	0.0	1422
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2143	UniRef100_K9U010~K03696	60.8	813	314	3	1	810	1	811	0.0	956
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2092	UniRef100_K9QHE5~K02014	61.8	836	277	10	25	829	54	878	0.0	984
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1690	UniRef100_A0A0S3TU80~K01890	63.4	829	284	6	1	828	1	811	0.0	1034
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3181	UniRef100_K9WLE5~K03655	68.6	828	257	2	3	827	4	831	0.0	1086
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3295	UniRef100_K9TH58~K07114	57.6	785	304	6	56	823	39	811	1.97e-291	828
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1740	UniRef100_A0A110AUN8~K00700	79.3	758	156	1	57	814	1	757	0.0	1340
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1697	UniRef100_K9XC99~K04066	60.5	810	298	7	24	822	25	823	0.0	952
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2204	UniRef100_K9S6B5~K01007	72.4	816	220	2	1	816	1	811	0.0	1201
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2538	UniRef100_K9RYM9~K11356	36.2	691	366	17	129	787	92	739	1.16e-102	340
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2157	UniRef100_A7IC77~K05366	37.2	658	382	12	14	664	40	673	5.55e-110	358
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1166	UniRef100_A0A1W6CRY8~K03427	79.0	803	169	0	3	805	2	804	0.0	1282
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1930	UniRef100_K9S5C5~K12573	51.5	800	340	10	1	761	1	791	8.58e-254	731
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_629	UniRef100_A0A110AX86~K00694	45.6	711	321	13	82	781	82	737	6.63e-182	545
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1979	UniRef100_B2J776~K01533	51.2	803	341	9	15	783	21	806	2.46e-232	676
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_83	UniRef100_Q3M6Z4~K01952	75.2	775	182	4	29	794	2	775	0.0	1159
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3569	UniRef100_A0A068N1P1~K07012	45.2	825	374	19	1	792	1	780	1.77e-205	607
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1773	UniRef100_K9S5B4~K03657	67.2	790	250	4	4	789	7	791	0.0	1048
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1570	UniRef100_E0U8H3~K01090	36.6	662	372	17	6	641	8	647	6.99e-113	367
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1176	UniRef100_K9S561~K07462	53.1	754	320	11	54	782	38	782	6.02e-250	721
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2766	UniRef100_A0A1Y0RIV9~K02238	38.8	783	435	12	6	767	8	767	1.06e-165	504
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2446	UniRef100_K9TFJ1~K01768	51.7	760	337	8	8	762	5	739	3.30e-260	744
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1441	UniRef100_K9QUR4~K00696	61.9	721	274	1	8	727	2	722	0.0	909
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_211	UniRef100_Q5N0G0~K04043	63.6	621	220	3	34	648	1	621	2.44e-267	758
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3305	UniRef100_K9S6J3~K03657	58.9	767	297	7	1	763	1	753	1.68e-288	816
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3337	UniRef100_A0A0F7K3C6~K13040	31.1	763	389	19	35	739	1	684	2.68e-100	330
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1605	UniRef100_D4ZU88~K01533	59.0	725	279	7	26	747	15	724	4.60e-259	740
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_528	UniRef100_K9XEV0~K00951	69.8	759	215	7	2	751	5	758	0.0	1043
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3468	UniRef100_A0A0P0DA59~K05366	35.5	612	357	16	150	753	19	600	2.17e-90	304
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2424	UniRef100_K9SBZ5~K02689	91.1	750	67	0	1	750	1	750	0.0	1450
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1530	UniRef100_K9WQ92~K04043	79.2	621	129	0	1	621	1	621	0.0	955
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1771	UniRef100_K9TEW0~K12574	68.6	622	169	3	129	750	20	615	1.90e-304	850
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_461	UniRef100_Q2JKE8~K00549	73.0	744	201	0	1	744	1	744	0.0	1113
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2383	UniRef100_K9VRQ6~K03654	61.4	713	273	1	26	738	14	724	0.0	890
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1992	UniRef100_K9QRP7~K11085	52.8	745	346	2	1	741	1	743	5.12e-253	725
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_93	UniRef100_K9SQB2~K01768	30.7	623	360	8	32	647	103	660	2.94e-78	270
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1205	UniRef100_K9SDI6~K00937	69.7	715	202	4	20	732	16	717	0.0	992
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_288	UniRef100_B8HXI8~K08309	48.7	657	320	8	85	727	71	724	3.52e-197	582
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2754	UniRef100_A0A1Z3HKU0~K07277	57.6	601	243	4	145	738	109	704	7.55e-234	674
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2423	UniRef100_A0A1Z3HV20~K02690	90.3	740	69	1	1	737	1	740	0.0	1423
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_974	UniRef100_A0A110AV08~K02343	54.9	623	229	10	1	611	1	583	2.50e-186	551
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1472	UniRef100_A0A0X8WSW1~K02666	47.7	740	362	13	7	730	5	735	1.34e-193	572
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2833	UniRef100_A0A0X8WSJ6~K01547	80.3	676	133	0	50	725	8	683	0.0	1023
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1275	UniRef100_K9WYH4~K07462	55.5	717	259	8	7	713	21	687	1.37e-261	744
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1644	UniRef100_K9VGW7~K03596	84.9	603	91	0	124	726	1	603	0.0	1027
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3131	UniRef100_A0A110AWN5~K01879	61.2	726	261	4	1	717	1	714	1.53e-298	838
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2411	UniRef100_K9W8S1~K00962	78.3	714	154	1	1	713	1	714	0.0	1109
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3165	UniRef100_K9TK05~K07769	65.8	737	211	7	1	713	1	720	0.0	911
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_585	UniRef100_K9SBZ3~K01585	72.0	665	168	3	50	714	22	668	0.0	951
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_850	UniRef100_A0A0X8WY86~K00367	73.1	699	184	3	4	700	3	699	0.0	1077
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_391	UniRef100_A0A0G2ZK11~K01768	47.6	651	298	7	38	685	9	619	9.24e-173	514
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_709	UniRef100_K9S7S9~K02316	65.5	609	200	1	2	600	12	620	4.30e-273	770
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3388	UniRef100_K9U730~K14605	65.2	706	226	5	1	691	1	701	0.0	917
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2153	UniRef100_K9S9Z0~K03703	64.9	658	168	5	8	665	10	604	1.73e-287	806
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2192	UniRef100_B7KG09~K01322	67.1	683	220	2	5	686	8	686	0.0	982
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1002	UniRef100_D4ZNX1~K03798	73.2	578	155	0	97	674	42	619	1.09e-300	839
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1130	UniRef100_K9S3I2~K01972	64.8	699	224	4	1	696	1	680	6.97e-313	872
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1352	UniRef100_K9U7S9~K06888	59.7	697	275	4	1	694	1	694	1.88e-289	813
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3614	UniRef100_A0A0S2TD17~K21023	30.1	592	365	8	90	673	19	569	1.30e-70	246
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1678	UniRef100_A0A0S3U3J2~K08300	59.6	723	235	8	1	691	1	698	1.66e-263	748
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_275	UniRef100_K9QJ37~K22044	37.7	562	298	7	25	583	2	514	3.93e-104	334
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1790	UniRef100_A0A110AWD7~K03046	76.8	694	87	4	1	690	1	624	0.0	1040
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3210	UniRef100_K9SC17~K02355	86.4	691	94	0	1	691	1	691	0.0	1194
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1498	UniRef100_A0A1W5CFJ1~K01090	41.0	597	314	7	27	606	1	576	1.07e-140	432
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2710	UniRef100_A0A139GK69~K05577	75.9	685	154	2	1	680	1	679	0.0	1073
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2102	UniRef100_A0A0S3PGI2~K03404	77.6	684	136	6	6	681	2	676	0.0	928
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1258	UniRef100_K9T3N1~K02355	66.4	672	222	3	10	681	10	677	0.0	906
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1137	UniRef100_K9SD06~K01147	62.0	682	240	5	1	674	1	671	1.31e-293	822
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_209	UniRef100_A0A120MWZ9~K02652	70.8	668	189	4	4	670	5	667	0.0	942
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_3028	UniRef100_K9T5P1~K09879	62.3	671	215	4	6	673	12	647	6.98e-305	850
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1777	UniRef100_A0A1U8B4H7~K08869	48.1	611	301	6	52	652	103	707	9.65e-185	546
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_852	UniRef100_K9U3K5~K15578	68.1	665	212	0	1	665	1	665	0.0	932
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2778	UniRef100_V5V574~K00615	83.5	668	105	3	1	668	1	663	0.0	1118
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_992	UniRef100_A0A0T7BRD6~K03587	49.4	569	279	3	102	668	40	601	1.85e-179	529
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1273	UniRef100_K9TBC6~K01768	45.2	644	329	8	25	656	27	658	3.45e-186	548
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1415	UniRef100_A0A0S3TQ20~K03702	82.3	665	118	0	1	665	1	665	0.0	1090
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2843	UniRef100_B8HN95~K11952	76.6	668	153	3	1	665	1	668	0.0	1055
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_2742	UniRef100_K9S644~K01897	59.2	654	250	5	13	661	14	655	1.95e-267	754
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_1718	UniRef100_A0A0S3TX03~K04079	70.3	669	177	5	1	657	1	659	0.0	960
FinalAssembly_bactGenome_correctedΩLimnothrix_sp_HT2024_chromosome_649	UniRef100_A0A1Y0RUP3~K01895	85.2	656	97	0	1	656	1	656	0.0	1181
